name,category,address,open_website,phone_number,open_hours,open_hours_updated,reviews_count,rating,main_image,url,country
Guild Mortgage Company,Consultant,"230 W Towne Ridge Pkwy #310, Sandy, UT 84070",https://branches.guildmortgage.com/ut/sandy/orem-184.html,(801) 890-1555,"{""Friday"":""9 AM–5 PM"",""Monday"":""9 AM–5 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""9 AM–5 PM"",""Tuesday"":""9 AM–5 PM"",""Wednesday"":""9 AM–5 PM""}",Closed ⋅ Opens 9 AM Mon,13.0,4.5,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9NDZ8DEJZqXvQq_pF6J2rA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=91.37821&pitch=0&thumbfov=100,https://www.google.com/maps/place/Guild%20Mortgage%20Company/data=!4m7!3m6!1s0x875287d67506eba5:0x537ad9e4c91b414!8m2!3d40.5764147!4d-111.898375!16s/g/1pp2vjd95!19sChIJpesGddaHUocRFLSRTJ6tNwU?authuser=0&hl=en&rclk=1,US
"Joshua Ebel, MD",Urologist,"1651 N Lake Dr, Findlay, OH 45840",https://www.bvhealthsystem.org/find-a-doctor/find-a-doctor?id=7145,(419) 423-8090,"{""Friday"":""8 AM–12 PM"",""Monday"":""8 AM–5 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""8 AM–5 PM"",""Tuesday"":""8 AM–5 PM"",""Wednesday"":""8 AM–5 PM""}",Open ⋅ Closes 5 PM,2.0,4.0,,"https://www.google.com/maps/place/Joshua%20Ebel,%20MD/data=!4m7!3m6!1s0x883eadf783d20707:0x970a6afc607a446b!8m2!3d41.0202636!4d-83.6540854!16s/g/11lh5kcql8!19sChIJBwfSg_etPogRa0R6YPxqCpc?authuser=0&hl=en&rclk=1",US
Hancock Boone West LLC,E commerce agency,"108 Miller Dr, Marshall, TX 75672",,+19034718155,"""{\""Friday\"":\""Open 24 hours\"",\""Monday\"":\""Open 24 hours\"",\""Saturday\"":\""Open 24 hours\"",\""Sunday\"":\""Open 24 hours\"",\""Thursday\"":\""Open 24 hours\"",\""Tuesday\"":\""Open 24 hours\"",\""Wednesday\"":\""Open 24 hours\""}""",,2.0,4.5,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jiDn4SO9xTgShltFLLO18A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=73.12814&pitch=0&thumbfov=100,"https://www.google.com/maps/place/Hancock+Boone+West+LLC/@32.5405482,-94.3291675,17z/data=!3m1!4b1!4m6!3m5!1s0x8636f6baeb4b2775:0xa327af47946c5bbe!8m2!3d32.5405611!4d-94.327065!16s%2Fg%2F11hbgpcpcc",US
"Dr. Veronica M. Patterson, MD",Family practice physician,"641 Hospital Rd, Commerce, GA 30529",https://wellnessfirst.care/overview/,(706) 335-2777,"{""Friday"":""9 AM–12 PM"",""Monday"":""9 AM–5 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""9 AM–5 PM"",""Tuesday"":""9 AM–5 PM"",""Wednesday"":""9 AM–5 PM""}",Opens soon ⋅ 9 AM,27.0,4.7,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=iz37wyEdVfUcamI-uqwmIQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=162.4269&pitch=0&thumbfov=100,"https://www.google.com/maps/place/Dr.%20Veronica%20M.%20Patterson,%20MD/data=!4m7!3m6!1s0x88f6045968f0a929:0x1969bdc06db23e83!8m2!3d34.2170115!4d-83.46939809999999!16s/g/1tf0rgjd!19sChIJKanwaFkE9ogRgz6ybcC9aRk?authuser=0&hl=en&rclk=1",US
"Katharine Meddles, MD",Pediatric neurologist,"2055 High St Suite 210, Denver, CO 80205",https://rockymountainkidsneuro.com/physicians/profile/Dr-Katharine-Meddles-MD?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,(303) 226-7230,"{""Friday"":""8 AM–5 PM"",""Monday"":""8 AM–5 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""8 AM–5 PM"",""Tuesday"":""8 AM–5 PM"",""Wednesday"":""8 AM–5 PM""}",Closed ⋅ Opens 8 AM,7.0,5.0,https://lh5.googleusercontent.com/p/AF1QipMqPN43yR74LgLfwn5cF5b2VqyyHR8HSgiVcRZb=w92-h92-k-no,"https://www.google.com/maps/place/Katharine%20Meddles,%20MD/data=!4m7!3m6!1s0x876c791cc469af19:0x5bce0a827bca8105!8m2!3d39.7475956!4d-104.9652036!16s/g/11fjx5lyn4!19sChIJGa9pxBx5bIcRBYHKe4IKzls?authuser=0&hl=en&rclk=1",US
"Felix Auto and Tire, LLC | Oshkosh Towing Service",Auto wrecker,"1850 W Fernau Ave, Oshkosh, WI 54901",http://www.felixautoandtowing.com/,(920) 267-8334,"{""Friday"":""8 AM–5 PM"",""Monday"":""8 AM–5 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""8 AM–5 PM"",""Tuesday"":""8 AM–5 PM"",""Wednesday"":""8 AM–5 PM""}",Open ⋅ Closes 5 PM,176.0,4.5,https://lh5.googleusercontent.com/p/AF1QipMnKG4CbJKrl6WcMzKGiR0DSWA48hHq3ZoAwtAk=w163-h92-k-no,"https://www.google.com/maps/place/Felix%20Auto%20and%20Tire,%20LLC%20|%20Oshkosh%20Towing%20Service/data=!4m7!3m6!1s0x8803e99a478f1615:0x94a91c9f1af6e90b!8m2!3d44.0580074!4d-88.56545589999999!16s/g/11b66jrkzm!19sChIJFRaPR5rpA4gRC-n2Gp8cqZQ?authuser=0&hl=en&rclk=1",US
The Group Theory Inc,Corporate office,"321 Hay St, Fayetteville, NC 28301",http://www.thegrouptheory.com/,(910) 551-9031,,,1.0,5.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3Vqwi4WWIhF_7lTBMRwHxw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=161.26585&pitch=0&thumbfov=100,https://www.google.com/maps/place/The%20Group%20Theory%20Inc/data=!4m7!3m6!1s0x89ab12d534f69b57:0xde0d7aaba294faf3!8m2!3d35.053560999999995!4d-78.8816009!16s/g/11d_y58xxl!19sChIJV5v2NNUSq4kR8_qUoqt6Dd4?authuser=0&hl=en&rclk=1,US
Healthy Hound Bakery,Bakery,"8418 Henry Clay Blvd, Clay, NY 13041",https://healthyhoundbakery.com/,(315) 480-8808,,,6.0,3.0,https://lh5.googleusercontent.com/p/AF1QipPx4HMMmFC-GDEzTLMYXk6l89uH71vXZF6Q2MZy=w82-h92-k-no,https://www.google.com/maps/place/Healthy%20Hound%20Bakery/data=!4m7!3m6!1s0x89d9eeb5b3410ffd:0x9f8b66bd10fea9!8m2!3d43.178305699999996!4d-76.1988559!16s/g/11c58prv8b!19sChIJ_Q9Bs7Xu2YkRqf4QvWaLnwA?authuser=0&hl=en&rclk=1,US
Mason Chiropractic Clinic,Chiropractor,"352 E 1st St Suite E, Dickinson, ND 58601",masonchiropracticclinic.net,+17017511314,"""{\""Friday\"":\""8AM to 2PM\"",\""Monday\"":\""8AM to 6PM\"",\""Saturday\"":\""Closed\"",\""Sunday (Easter)\"":\""Closed\"",\""Thursday\"":\""Closed\"",\""Tuesday\"":\""Closed\"",\""Wednesday\"":\""3:30 to 7PM\""}""",,0.0,0.0,https://lh5.googleusercontent.com/p/AF1QipOQ7GnaxHI5ISFMowQLVqof4_QSkWY6DRgHCk_A=w425-h240-k-no,"https://www.google.com/maps/place/Mason+Chiropractic+Clinic/@46.8790184,-102.781867,17z/data=!3m1!4b1!4m5!3m4!1s0x53263d82b35f1b0b:0xb6e1e33a23ffd539!8m2!3d46.8790184!4d-102.7796783",US
Avana Aesthetics LLC,Facial spa,"139 E Chestnut St Suite 202, Coatesville, PA 19320",https://avanaaestheticsllc.as.me/,(610) 400-4649,"{""Friday"":""10 AM–5 PM"",""Monday"":""10 AM–5 PM"",""Saturday"":""9:30 AM–1 PM"",""Sunday"":""Closed"",""Thursday"":""10 AM–5 PM"",""Tuesday"":""10 AM–5 PM"",""Wednesday"":""10 AM–5 PM""}",Opens soon ⋅ 10 AM,43.0,5.0,https://lh5.googleusercontent.com/p/AF1QipNsCcewZXw5qPSqRyHY2JbNVmga70sdLHfFZ4id=w92-h92-k-no,https://www.google.com/maps/place/Avana%20Aesthetics%20LLC/data=!4m7!3m6!1s0x89c65bfdf7c468fd:0xd901d24b3f649a95!8m2!3d39.9844341!4d-75.8236617!16s/g/11sfh77k_v!19sChIJ_WjE9_1bxokRlZpkP0vSAdk?authuser=0&hl=en&rclk=1,US
Shiny and Clean Carpet Cleaning,Carpet cleaning service,"25 N 14th St ste 505 office 1, San Jose, CA 95112",business.site,+14083814491,,,5.0,5.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bQxhSueeRbVqDmbYgzV1lQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=298.363&pitch=0&thumbfov=100,"https://www.google.com/maps/place/Shiny+and+Clean+Carpet+Cleaning/@37.3429654,-121.8779189,17z/data=!3m1!4b1!4m6!3m5!1s0x808fcd69c6d63b55:0xa608d786ffb3f64d!8m2!3d37.3429654!4d-121.8779189!16s%2Fg%2F11q9schz4v?hl=en",US
Stanpit Village Hall,Village hall,"162 Stanpit, Christchurch BH23 3NE",http://www.stanpitvillagehall.co.uk/,07973 894222,"{""Friday"":""9 am–11 pm"",""Monday"":""9 am–11 pm"",""Saturday"":""9 am–11 pm"",""Sunday"":""9 am–11 pm"",""Thursday"":""9 am–11 pm"",""Tuesday"":""9 am–11 pm"",""Wednesday"":""9 am–11 pm""}",Open ⋅ Closes 11 pm,44.0,4.2,https://lh5.googleusercontent.com/p/AF1QipOAgmo_RHpPx6V-YFum2jzqM--CiqCT7zWKHfWj=w122-h92-k-no,https://www.google.com/maps/place/Stanpit%20Village%20Hall/data=!4m7!3m6!1s0x48739c181cf0276b:0xcf2203af7a335378!8m2!3d50.7291667!4d-1.7547222!16s/g/11bxfy023w!19sChIJayfwHBicc0gReFMzeq8DIs8?authuser=0&hl=en&rclk=1,GB
The Bridge Medical Group,Medical clinic,"920 S West St, Bainbridge, GA 39819",https://www.facebook.com/thebridgemedgroup/,(229) 246-8850,"{""Friday"":""8 AM–12 PM"",""Monday"":""8 AM–5 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""8 AM–5 PM"",""Tuesday"":""8 AM–5 PM"",""Wednesday"":""8 AM–5 PM""}",Open ⋅ Closes 5 PM,12.0,3.7,https://lh5.googleusercontent.com/p/AF1QipOHS6HTGSz278rp1MW5EGE8N8gWxddecb0UL7Qm=w163-h92-k-no,https://www.google.com/maps/place/The%20Bridge%20Medical%20Group/data=!4m7!3m6!1s0x88ed191f24328083:0x78ecd7e3ffda02ca!8m2!3d30.8966407!4d-84.57688139999999!16s/g/11jpfp3f4w!19sChIJg4AyJB8Z7YgRygLa_-PX7Hg?authuser=0&hl=en&rclk=1,US
Parexlanko,Corporate campus,"300 Rue Lavoisier, 54710 Ludres, France",https://www.parexlanko.com/fr,+33 826 08 20 20,"{""Friday"":""7:30 AM–12 PM"",""Monday"":""7:30 AM–12 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""7:30 AM–12 PM"",""Tuesday"":""7:30 AM–12 PM"",""Wednesday"":""7:30 AM–12 PM""}",Open ⋅ Closes 5 PM,2.0,5.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KdS_ntWru2q2y_Mi2l2VHA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=55.4198&pitch=0&thumbfov=100,https://www.google.com/maps/place/Parexlanko/data=!4m7!3m6!1s0x47949f22d1d442cf:0x91c42720838a3db8!8m2!3d48.615285!4d6.1882315!16s/g/11g81s8842!19sChIJz0LU0SKflEcRuD2KgyAnxJE?authuser=0&hl=en&rclk=1,FR
"Dr. Geeta H. Desai, DDS",Dentist,"4910 Paseo Padre Pkwy A, Fremont, CA 94555",,(510) 790-3886,"{""Friday"":""9 AM–5 PM"",""Monday"":""9 AM–5 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""9 AM–5 PM"",""Tuesday"":""9 AM–5 PM"",""Wednesday"":""9 AM–5 PM""}",Open ⋅ Closes 5 PM,1.0,5.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-7cHIkkPYHDL6ekWuUBmQQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=216.9277&pitch=0&thumbfov=100,"https://www.google.com/maps/place/Dr.%20Geeta%20H.%20Desai,%20DDS/data=!4m7!3m6!1s0x808fbe3b6b265189:0xe551770418305737!8m2!3d37.5671834!4d-122.05212689999999!16s/g/1v2yz2v3!19sChIJiVEmazu-j4ARN1cwGAR3UeU?authuser=0&hl=en&rclk=1",US
AAFES Express,Army & navy surplus shop,"Chestnut St, Wright-Patterson AFB, OH 45433",https://www.shopmyexchange.com/exchange-stores/United%20States/OH/WPAFB/Wright-Patterson-Main-Exchange-1071010,(937) 878-8218,"{""Friday"":""7 AM–7 PM"",""Monday"":""7 AM–7 PM"",""Saturday"":""7 AM–7 PM"",""Sunday"":""10:30 AM–5:30 PM"",""Thursday"":""7 AM–7 PM"",""Tuesday"":""7 AM–7 PM"",""Wednesday"":""7 AM–7 PM""}",Open ⋅ Closes 7 PM,14.0,4.1,https://lh5.googleusercontent.com/p/AF1QipMr_K4fhN9UlCdZw1sVxCF-HkZYfx1RQ4_mOPli=w80-h142-k-no,https://www.google.com/maps/place/AAFES%20Express/data=!4m7!3m6!1s0x88409de8e574c11d:0xec4b5e5cccb72510!8m2!3d39.8106425!4d-84.0290754!16s/g/11ckxzx6xk!19sChIJHcF05eidQIgRECW3zFxeS-w?authuser=0&hl=en&rclk=1,US
hair art studio,Hair salon,"332 W 4th St, Cincinnati, OH 45202",https://www.hairartstudio.org/,(513) 721-5110,"{""Friday"":""Closed"",""Monday"":""Closed"",""Saturday"":""10:30 AM–5 PM"",""Sunday"":""Closed"",""Thursday"":""12–7 PM"",""Tuesday"":""12–7 PM"",""Wednesday"":""12–7 PM""}",Open ⋅ Closes 7 PM,53.0,4.7,https://lh5.googleusercontent.com/p/AF1QipMoMtbml1A1eM150sWC6MYLHbMjLlHjFkQ4HGAT=w80-h142-k-no,https://www.google.com/maps/place/hair%20art%20studio/data=!4m7!3m6!1s0x8841b1520d466cf3:0x915f3d5c4eef7458!8m2!3d39.0991952!4d-84.5184464!16s/g/1tfd324g!19sChIJ82xGDVKxQYgRWHTvTlw9X5E?authuser=0&hl=en&rclk=1,US
Western Union,Money transfer service,"Continental Currency, 12102 Victory Blvd, North Hollywood, CA 91606",location.westernunion.com,+18187696942,"""{\""Friday\"":\""8AM to 9PM\"",\""Monday\"":\""8AM to 9PM\"",\""Saturday\"":\""8AM to 8PM\"",\""Sunday (Easter)\"":\""9AM to 6PM\"",\""Thursday\"":\""8AM to 9PM\"",\""Tuesday\"":\""8AM to 9PM\"",\""Wednesday\"":\""8AM to 9PM\""}""",,10.0,2.5,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BL1MhxtYD8DfABHmN7enFQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=181.29265&pitch=0&thumbfov=100,https://www.google.com/maps/place/Western+Union/data=!4m5!3m4!1s0x80c296791a483bf1:0x4083a5bf73046374!8m2!3d34.1863374!4d-118.3968322,US
"Affordable Homes of South Texas, Inc.",Home builder,"134 5th St, Weslaco, TX 78596",http://www.ahsti.org/,(956) 447-8909,"{""Friday"":""8 AM–5 PM"",""Monday"":""8 AM–5 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""8 AM–6 PM"",""Tuesday"":""8 AM–6 PM"",""Wednesday"":""8 AM–5 PM""}",Open ⋅ Closes 6 PM,11.0,4.2,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pxn38p674KMS0Awr8a1IGQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=20.094042&pitch=0&thumbfov=100,"https://www.google.com/maps/place/Affordable%20Homes%20of%20South%20Texas,%20Inc./data=!4m7!3m6!1s0x866577a5ee20fad7:0x6c413262caaab5b7!8m2!3d26.15719!4d-97.991348!16s/g/1vl5h6bx!19sChIJ1_og7qV3ZYYRt7WqymIyQWw?authuser=0&hl=en&rclk=1",US
Alta Convenience,Gas station,"3213 Main St, Alamosa, CO 81101",http://altaconvenience.com/Find-a-Store,(719) 589-4637,,,7.0,2.0,https://lh5.googleusercontent.com/p/AF1QipNlOqtTkg3Ttp3m--unLPWkKXze566VegBMhNk=w122-h92-k-no,https://www.google.com/maps/place/Alta%20Convenience/data=!4m7!3m6!1s0x87167bddea027573:0x20b999ab883706f6!8m2!3d37.478147899999996!4d-105.9009866!16s/g/11gxtlnlnn!19sChIJc3UC6t17FocR9gY3iKuZuSA?authuser=0&hl=en&rclk=1,US
"Advanced Materials & Devices, Inc.",Research and product development,"4750 Longley Ln #104, Reno, NV 89502",http://www.amadinc.com/,(775) 826-8878,"{""Friday"":""9 AM–4 PM"",""Monday"":""9 AM–4 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""9 AM–4 PM"",""Tuesday"":""9 AM–4 PM"",""Wednesday"":""9 AM–4 PM""}",Closed ⋅ Opens 9 AM Mon,1.0,5.0,https://lh5.googleusercontent.com/p/AF1QipMaMT7uMdz0uSDu9t_qd-fsUHr2zivcwpPbC1fI=w80-h120-k-no,"https://www.google.com/maps/place/Advanced%20Materials%20&%20Devices,%20Inc./data=!4m7!3m6!1s0x809940f000000001:0xd09a183a05a1c875!8m2!3d39.4860769!4d-119.760285!16s/g/1tltmmcz!19sChIJAQAAAPBAmYARdcihBToYmtA?authuser=0&hl=en&rclk=1",US
Trinity Life Church,Place of worship,"Royston Town Hall, 4 Market Hill, Royston SG8 9JL",http://www.tlcroyston.org.uk/,01763 230350,,,1.0,5.0,https://lh5.googleusercontent.com/p/AF1QipN7sIvdnYYikdRKm4Fs5WoL5F1IHrOdOuLjLGaY=w80-h164-k-no,https://www.google.com/maps/place/Trinity%20Life%20Church/data=!4m7!3m6!1s0x4877d5104c6c2289:0xb5a97eb1a3e9a120!8m2!3d52.0472355!4d-0.0226957!16s/g/1tfb1hl6!19sChIJiSJsTBDVd0gRIKHpo7F-qbU?authuser=0&hl=en&rclk=1,GB
Delta Pride Catfish,E-commerce service,"299 South St, Isola, MS 38754",https://deltapride.com/,(800) 228-3474,"{""Friday"":""9 AM–5 PM"",""Monday"":""9 AM–5 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""9 AM–5 PM"",""Tuesday"":""9 AM–5 PM"",""Wednesday"":""9 AM–5 PM""}",Open ⋅ Closes 5 PM,6.0,3.7,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=q0gIVlE8lgFS3n9rrSFdpA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=160.13898&pitch=0&thumbfov=100,https://www.google.com/maps/place/Delta%20Pride%20Catfish/data=!4m7!3m6!1s0x8881cdb44dd153a7:0x58e65bd9b3f78dab!8m2!3d33.2555203!4d-90.5907914!16s/g/1tgc0jqd!19sChIJp1PRTbTNgYgRq433s9lb5lg?authuser=0&hl=en&rclk=1,US
Staples Redemption Center,Bottle & can redemption center,"4406 State Route 5&20, Canandaigua, NY 14424",,+15859054403,"""{\""Friday\"":\""9AM to 6PM\"",\""Monday (Memorial Day)\"":\""9AM to 6PM\"",\""Saturday\"":\""9AM to 5PM\"",\""Sunday\"":\""9AM to 5PM\"",\""Thursday\"":\""9AM to 6PM\"",\""Tuesday\"":\""9AM to 6PM\"",\""Wednesday\"":\""9AM to 6PM\""}""",,56.0,4.4,https://lh5.googleusercontent.com/p/AF1QipNva4qNmPaq9OKzWzHrJpVZq5zF9HhbutMNnVyz=w426-h240-k-no,"https://www.google.com/maps/place/Staples+Redemption+Center/@42.8777117,-77.2486953,17z/data=!3m1!4b1!4m6!3m5!1s0x89d126fbb7cd8543:0x49bdd591c4d0e0d5!8m2!3d42.8777117!4d-77.2486953!16s%2Fg%2F1q664ypf0",US
Bzzy Bee Insurance,Insurance agency,"901 16th Ave, Rockford, IL 61104",,+18159862525,"""{}""",,3.0,3.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=znrYzS1b6NmkR7f-L7RQTw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=171.19795&pitch=0&thumbfov=100,"https://www.google.com/maps/place/Bzzy+Bee+Insurance/@42.2498461,-89.0835985,17z/data=!3m1!4b1!4m6!3m5!1s0x8808bfe861f3b301:0xb3e821d5bd749381!8m2!3d42.2498461!4d-89.0835985!16s%2Fg%2F1tftfx1k?hl=en",US
Brinser's Landscaping,Landscape designer,"241 E Central Ave, South Williamsport, PA 17702",,(570) 560-0502,"{""Friday"":""8 AM–5 PM"",""Monday"":""8 AM–5 PM"",""Saturday"":""8 AM–12 PM"",""Sunday"":""Closed"",""Thursday"":""8 AM–5 PM"",""Tuesday"":""8 AM–5 PM"",""Wednesday"":""8 AM–5 PM""}",Open ⋅ Closes 5 PM,10.0,5.0,https://lh5.googleusercontent.com/p/AF1QipN4Pbx35xZhxNjLiqPvKCk2JV_LKrgvYLsIXU4k=w122-h92-k-no,https://www.google.com/maps/place/Brinser's%20Landscaping/data=!4m7!3m6!1s0x89cfa62fba8929eb:0x4e7b40b596d60d!8m2!3d41.2332987!4d-76.9899822!16s/g/11clycwwzm!19sChIJ6ymJui-mz4kRDdaWtUB7TgA?authuser=0&hl=en&rclk=1,US
Nuestra Tierra Supermarket,Butcher shop deli,"412 US-54, Guymon, OK 73942",https://nuestratierraguymon.com/,(580) 338-7323,"{""Friday"":""8 AM–8 PM"",""Monday"":""8 AM–8 PM"",""Saturday"":""8 AM–8 PM"",""Sunday"":""8 AM–8 PM"",""Thursday"":""8 AM–8 PM"",""Tuesday"":""8 AM–8 PM"",""Wednesday"":""8 AM–8 PM""}",Closed ⋅ Opens 8 AM,66.0,4.2,https://lh5.googleusercontent.com/p/AF1QipPc_MSf6pn1j2VEnWFI2-q6lDyuHxuL0wq9Y4Cn=w80-h106-k-no,https://www.google.com/maps/place/Nuestra%20Tierra%20Supermarket/data=!4m7!3m6!1s0x870629200074cadf:0x8c0abd1d26f77800!8m2!3d36.6822564!4d-101.4714522!16s/g/1w3471kq!19sChIJ38p0ACApBocRAHj3Jh29Cow?authuser=0&hl=en&rclk=1,US
Todd Waddell Sound,Electronics store,"1508 W 26th Ave, Eugene, OR 97405",,+15413433704,"""{}""",,2.0,4.5,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_kk6AqCSwnNtCbjndhyVqQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=222.26854&pitch=0&thumbfov=100,"https://www.google.com/maps/place/Todd+Waddell+Sound/@44.030582,-123.115771,17z/data=!3m1!4b1!4m6!3m5!1s0x54c11ef0fd9d0a7d:0xa11c31ef82146b19!8m2!3d44.0306064!4d-123.1157428!16s%2Fg%2F1td2m6f5",US
Affordable Computer Repair Jax,Computer repair service,"6015 Chester Cir #210, Jacksonville, FL 32217",https://affordablecomputerrepairofjax.com/,(904) 305-4405,"{""Friday"":""8 AM–5 PM"",""Monday"":""8 AM–5 PM"",""Saturday"":""Closed"",""Sunday"":""Closed"",""Thursday"":""8 AM–5 PM"",""Tuesday"":""8 AM–5 PM"",""Wednesday"":""8 AM–5 PM""}",Closed ⋅ Opens 8 AM Mon,343.0,4.7,https://lh5.googleusercontent.com/p/AF1QipMs6dI5-EgWGxTbgwuDIg60R-INJMhsY32-kY1o=w92-h92-k-no,https://www.google.com/maps/place/Affordable%20Computer%20Repair%20Jax/data=!4m7!3m6!1s0x88e5b415e040a5d7:0xedc2e674f5257284!8m2!3d30.2620422!4d-81.62225719999999!16s/g/1tfg3xl9!19sChIJ16VA4BW05YgRhHIl9XTmwu0?authuser=0&hl=en&rclk=1,US
Nuggies Cannabis Store - El Paso Delta 9 THC & CBD,Cannabis store,"10110 Montwood Dr Suite D, El Paso, TX 79925",http://www.nuggiesmarket.com/,(915) 273-1231,"{""Friday"":""10 AM–10 PM"",""Monday"":""10 AM–10 PM"",""Saturday"":""10 AM–10 PM"",""Sunday"":""10 AM–10 PM"",""Thursday"":""10 AM–10 PM"",""Tuesday"":""10 AM–10 PM"",""Wednesday"":""10 AM–10 PM""}",Closed ⋅ Opens 10 AM,486.0,5.0,https://lh5.googleusercontent.com/p/AF1QipP0c38tROPBVM0iYJ3Uj_mA3PtLffvsmGbMRXYp=w122-h92-k-no,https://www.google.com/maps/place/Nuggies%20Cannabis%20Store%20-%20El%20Paso%20Delta%209%20THC%20&%20CBD/data=!4m7!3m6!1s0x86e75b6f6dfef9cd:0x4121dd48250ec58f!8m2!3d31.770097699999997!4d-106.34788719999999!16s/g/11q35ys8sk!19sChIJzfn-bW9b54YRj8UOJUjdIUE?authuser=0&hl=en&rclk=1,US
The Church of Jesus Christ of Latter-day Saints,Christian church,"300 E Townsend Rd, St Johns, MI 48879",https://local.churchofjesuschrist.org/en/us/mi/st-johns/300-east-townsend-road?utm_source=gmb&utm_medium=yext&y_source=1_NjcwOTE0OTMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(517) 803-6215,"{""Friday"":""9 AM–6 PM"",""Monday"":""9 AM–6 PM"",""Saturday"":""9 AM–6 PM"",""Sunday"":""9 AM–6 PM"",""Thursday"":""9 AM–6 PM"",""Tuesday"":""9 AM–6 PM"",""Wednesday"":""9 AM–6 PM""}",Open ⋅ Closes 6 PM,6.0,5.0,https://lh5.googleusercontent.com/p/AF1QipNvly7OQLlzmQgsFxFdEZwbKVAFsqhKmXthP3dB=w153-h92-k-no,https://www.google.com/maps/place/The%20Church%20of%20Jesus%20Christ%20of%20Latter-day%20Saints/data=!4m7!3m6!1s0x8822f4678374e8d5:0xfdbebab180e7ac42!8m2!3d42.9865036!4d-84.55564079999999!16s/g/1td2hjgc!19sChIJ1eh0g2f0IogRQqzngLG6vv0?authuser=0&hl=en&rclk=1,US
Tu Tiempo Puerto Rico,Life coach,"Av. Roberto H. Todd #209, San Juan, 00907, Puerto Rico",https://centrotutiempo.com/,+1 787-671-1837,"{""Friday"":""10 AM–7 PM"",""Monday"":""10 AM–7 PM"",""Saturday"":""10 AM–7 PM"",""Sunday"":""10 AM–7 PM"",""Thursday"":""10 AM–7 PM"",""Tuesday"":""10 AM–7 PM"",""Wednesday"":""10 AM–7 PM""}",Open ⋅ Closes 7 PM,4.0,5.0,https://lh5.googleusercontent.com/p/AF1QipNUVOcAgnJhLZCVXt7g4vzoO_TWfHHqboZ-2wEO=w128-h92-k-no,https://www.google.com/maps/place/Tu%20Tiempo%20Puerto%20Rico/data=!4m7!3m6!1s0x8c036ffdb864e455:0x1221339deeeefc22!8m2!3d18.4511733!4d-66.0742587!16s/g/11q2mxm_3f!19sChIJVeRkuP1vA4wRIvzu7p0zIRI?authuser=0&hl=en&rclk=1,PR
